Entity,Code,Day,people_vaccinated
England,,2021-02-03,9041835
England,,2021-02-04,9430261
England,,2021-02-05,9831897
England,,2021-02-06,10290215
England,,2021-02-07,10519729
England,,2021-02-08,10771998
England,,2021-02-09,11083652
England,,2021-02-10,11422507
England,,2021-02-11,11809241
England,,2021-02-12,12246166
England,,2021-02-13,12675663
England,,2021-02-14,12862909
England,,2021-02-15,13082669
England,,2021-02-16,13395338
England,,2021-02-17,13817914
England,,2021-02-18,14214176
England,,2021-02-19,14537978
England,,2021-02-20,14844087
England,,2021-02-21,14958074
England,,2021-02-22,15113158
England,,2021-02-23,15398055
England,,2021-02-24,15794992
England,,2021-02-25,16227104
England,,2021-02-26,16679881
England,,2021-02-27,17051245
England,,2021-02-28,17212804
England,,2021-03-01,17373384
England,,2021-03-02,17554700
England,,2021-03-03,17785702
England,,2021-03-04,18106090
England,,2021-03-05,18491771
England,,2021-03-06,18875389
England,,2021-03-07,19015497
England,,2021-03-08,19199233
England,,2021-03-09,19380360
England,,2021-03-10,19587080
England,,2021-03-11,19798473
England,,2021-03-12,20111189
England,,2021-03-13,20568821
England,,2021-03-14,20791838
England,,2021-03-15,21122514
England,,2021-03-16,21493356
England,,2021-03-17,21886125
England,,2021-03-18,22337590
England,,2021-03-19,22873079
England,,2021-03-20,23559503
England,,2021-03-21,23854862
England,,2021-03-22,24137423
England,,2021-03-23,24406074
England,,2021-03-24,24681955
England,,2021-03-25,24940005
England,,2021-03-26,25284013
England,,2021-03-27,25651406
England,,2021-03-28,25903782
England,,2021-03-29,26090111
England,,2021-03-30,26266174
England,,2021-03-31,26454219
England,,2021-04-01,26576629
England,,2021-04-02,26644910
England,,2021-04-03,26719422
England,,2021-04-04,26746039
England,,2021-04-05,26765865
England,,2021-04-06,26820161
England,,2021-04-07,26879123
England,,2021-04-08,26934662
England,,2021-04-09,26996936
England,,2021-04-10,27070991
England,,2021-04-11,27107590
England,,2021-04-12,27132941
England,,2021-04-13,27172302
England,,2021-04-14,27251419
England,,2021-04-15,27345006
England,,2021-04-16,27447286
Equatorial Guinea,GNQ,2021-03-16,5765
Equatorial Guinea,GNQ,2021-03-29,9748
Equatorial Guinea,GNQ,2021-04-01,11090
Equatorial Guinea,GNQ,2021-04-16,27579
Estonia,EST,2021-01-28,25415
Estonia,EST,2021-01-29,26412
Estonia,EST,2021-01-30,27633
Estonia,EST,2021-01-31,27900
Estonia,EST,2021-02-01,28186
Estonia,EST,2021-02-02,28907
Estonia,EST,2021-02-03,30158
Estonia,EST,2021-02-04,31864
Estonia,EST,2021-02-05,33927
Estonia,EST,2021-02-06,35492
Estonia,EST,2021-02-07,35905
Estonia,EST,2021-02-08,35917
Estonia,EST,2021-02-10,39147
Estonia,EST,2021-02-11,41731
Estonia,EST,2021-02-12,44486
Estonia,EST,2021-02-13,46020
Estonia,EST,2021-02-14,46152
Estonia,EST,2021-02-15,46154
Estonia,EST,2021-02-16,46740
Estonia,EST,2021-02-17,48573
Estonia,EST,2021-02-18,52263
Estonia,EST,2021-02-19,57543
Estonia,EST,2021-02-20,61316
Estonia,EST,2021-02-21,61904
Estonia,EST,2021-02-22,62415
Estonia,EST,2021-02-23,64508
Estonia,EST,2021-02-24,68297
Estonia,EST,2021-02-25,68629
Estonia,EST,2021-02-27,77536
Estonia,EST,2021-03-01,78759
Estonia,EST,2021-03-02,81209
Estonia,EST,2021-03-04,87086
Estonia,EST,2021-03-05,92270
Estonia,EST,2021-03-07,101452
Estonia,EST,2021-03-09,105845
Estonia,EST,2021-03-10,109865
Estonia,EST,2021-03-11,113898
Estonia,EST,2021-03-13,127829
Estonia,EST,2021-03-14,133263
Estonia,EST,2021-03-15,138543
Estonia,EST,2021-03-16,141912
Estonia,EST,2021-03-17,145665
Estonia,EST,2021-03-18,150844
Estonia,EST,2021-03-19,157489
Estonia,EST,2021-03-20,163936
Estonia,EST,2021-03-21,166163
Estonia,EST,2021-03-22,167488
Estonia,EST,2021-03-23,169435
Estonia,EST,2021-03-24,172183
Estonia,EST,2021-03-25,177457
Estonia,EST,2021-03-27,191723
Estonia,EST,2021-03-28,193870
Estonia,EST,2021-03-29,194358
Estonia,EST,2021-03-31,198905
Estonia,EST,2021-04-01,203365
Estonia,EST,2021-04-02,211367
Estonia,EST,2021-04-03,214921
Estonia,EST,2021-04-04,223153
Estonia,EST,2021-04-05,227246
Estonia,EST,2021-04-06,229241
Estonia,EST,2021-04-07,231710
Estonia,EST,2021-04-08,236598
Estonia,EST,2021-04-10,257837
Estonia,EST,2021-04-11,259061
Estonia,EST,2021-04-13,260797
Estonia,EST,2021-04-14,263081
Estonia,EST,2021-04-16,277745
Estonia,EST,2021-04-17,285973
Eswatini,SWZ,2021-03-30,0
Eswatini,SWZ,2021-04-05,20262
Eswatini,SWZ,2021-04-08,27601
Europe,,2020-12-15,28500
Europe,,2020-12-22,52000
Europe,,2020-12-23,52000
Europe,,2020-12-24,52000
Europe,,2020-12-25,52000
Europe,,2020-12-26,52000
Europe,,2020-12-27,108361
Europe,,2020-12-28,145989
Europe,,2020-12-29,235641
Europe,,2020-12-30,382567
Europe,,2020-12-31,485747
Europe,,2021-01-01,520574
Europe,,2021-01-02,1375035
Europe,,2021-01-03,2841571
Europe,,2021-01-04,3111390
Europe,,2021-01-05,3420436
Europe,,2021-01-06,3676216
Europe,,2021-01-07,4051958
Europe,,2021-01-08,4423708
Europe,,2021-01-09,4617411
Europe,,2021-01-10,5686094
Europe,,2021-01-11,6251162
Europe,,2021-01-12,6911430
Europe,,2021-01-13,7940216
Europe,,2021-01-14,8775854
Europe,,2021-01-15,9618996
Europe,,2021-01-16,10126566
Europe,,2021-01-17,10591345
Europe,,2021-01-18,11346671
Europe,,2021-01-19,12162648
Europe,,2021-01-20,13028031
Europe,,2021-01-21,13953803
Europe,,2021-01-22,14885332
Europe,,2021-01-23,15601621
Europe,,2021-01-24,16195715
Europe,,2021-01-25,16903556
Europe,,2021-01-26,17613854
Europe,,2021-01-27,18477511
Europe,,2021-01-28,19311105
Europe,,2021-01-29,20105274
Europe,,2021-01-30,20900131
Europe,,2021-01-31,21591046
Europe,,2021-02-01,22144792
Europe,,2021-02-02,22861940
Europe,,2021-02-03,23669188
Europe,,2021-02-04,24519992
Europe,,2021-02-05,25299478
Europe,,2021-02-06,25993769
Europe,,2021-02-07,26594685
Europe,,2021-02-08,27135316
Europe,,2021-02-09,27878515
Europe,,2021-02-10,29896408
Europe,,2021-02-11,30907179
Europe,,2021-02-12,31944598
Europe,,2021-02-13,32666788
Europe,,2021-02-14,33808470
Europe,,2021-02-15,34413665
Europe,,2021-02-16,35181652
Europe,,2021-02-17,36207198
Europe,,2021-02-18,37354086
Europe,,2021-02-19,38268684
Europe,,2021-02-20,38954913
Europe,,2021-02-21,39693357
Europe,,2021-02-22,40374924
Europe,,2021-02-23,41272634
Europe,,2021-02-24,42596146
Europe,,2021-02-25,43864407
Europe,,2021-02-26,45217848
Europe,,2021-02-27,46200631
Europe,,2021-02-28,47213968
Europe,,2021-03-01,50050715
Europe,,2021-03-02,51109854
Europe,,2021-03-03,52566388
Europe,,2021-03-04,54592714
Europe,,2021-03-05,56209844
Europe,,2021-03-06,57650562
Europe,,2021-03-07,58893290
Europe,,2021-03-08,59998761
Europe,,2021-03-09,61270850
Europe,,2021-03-10,62702631
Europe,,2021-03-11,64393603
Europe,,2021-03-12,66044056
Europe,,2021-03-13,67484090
Europe,,2021-03-14,68571936
Europe,,2021-03-15,69833506
Europe,,2021-03-16,70881993
Europe,,2021-03-17,72225947
Europe,,2021-03-18,73528442
Europe,,2021-03-19,74992631
Europe,,2021-03-20,76903684
Europe,,2021-03-21,77941557
Europe,,2021-03-22,79185904
Europe,,2021-03-23,80620482
Europe,,2021-03-24,82258037
Europe,,2021-03-25,83897173
Europe,,2021-03-26,85997626
Europe,,2021-03-27,87262886
Europe,,2021-03-28,88552990
Europe,,2021-03-29,91267125
Europe,,2021-03-30,92667902
Europe,,2021-03-31,94917543
Europe,,2021-04-01,96863427
Europe,,2021-04-02,98255600
Europe,,2021-04-03,99473770
Europe,,2021-04-04,100614669
Europe,,2021-04-05,101525457
Europe,,2021-04-06,103140925
Europe,,2021-04-07,105673432
Europe,,2021-04-08,108474962
Europe,,2021-04-09,111199946
Europe,,2021-04-10,113172713
Europe,,2021-04-11,115007217
Europe,,2021-04-12,117032994
Europe,,2021-04-13,119449513
Europe,,2021-04-14,122127348
Europe,,2021-04-15,124944480
Europe,,2021-04-16,127393640
Europe,,2021-04-17,128214545
European Union,,2020-12-27,56356
European Union,,2020-12-28,93380
European Union,,2020-12-29,181965
European Union,,2020-12-30,323589
European Union,,2020-12-31,426697
European Union,,2021-01-01,461518
European Union,,2021-01-02,567979
European Union,,2021-01-03,654082
European Union,,2021-01-04,923893
European Union,,2021-01-05,1229554
European Union,,2021-01-06,1476262
European Union,,2021-01-07,1845448
European Union,,2021-01-08,2208582
European Union,,2021-01-09,2402148
European Union,,2021-01-10,2561861
European Union,,2021-01-11,2980471
European Union,,2021-01-12,3427628
European Union,,2021-01-13,3967621
European Union,,2021-01-14,4469175
European Union,,2021-01-15,4963843
European Union,,2021-01-16,5173762
European Union,,2021-01-17,5448049
European Union,,2021-01-18,5997280
European Union,,2021-01-19,6464810
European Union,,2021-01-20,6929202
European Union,,2021-01-21,7395425
European Union,,2021-01-22,7809550
European Union,,2021-01-23,7988936
European Union,,2021-01-24,8293250
European Union,,2021-01-25,8672578
European Union,,2021-01-26,9005624
European Union,,2021-01-27,9502587
European Union,,2021-01-28,9868993
European Union,,2021-01-29,10137087
European Union,,2021-01-30,10326786
European Union,,2021-01-31,10695164
European Union,,2021-02-01,10897815
European Union,,2021-02-02,11174119
European Union,,2021-02-03,11467517
European Union,,2021-02-04,11797777
European Union,,2021-02-05,12060303
European Union,,2021-02-06,12203189
European Union,,2021-02-07,12506547
European Union,,2021-02-08,12693583
European Union,,2021-02-09,13018878
European Union,,2021-02-10,13313263
European Union,,2021-02-11,13799788
European Union,,2021-02-12,14165267
European Union,,2021-02-13,14380353
European Union,,2021-02-14,14741009
European Union,,2021-02-15,15062444
European Union,,2021-02-16,15451351
European Union,,2021-02-17,15951710
European Union,,2021-02-18,16595386
European Union,,2021-02-19,17119148
European Union,,2021-02-20,17469593
European Union,,2021-02-21,18049946
European Union,,2021-02-22,18525263
European Union,,2021-02-23,19060983
European Union,,2021-02-24,19877907
European Union,,2021-02-25,20617552
European Union,,2021-02-26,21442002
European Union,,2021-02-27,21979732
European Union,,2021-02-28,22789052
European Union,,2021-03-01,23444084
European Union,,2021-03-02,24213684
European Union,,2021-03-03,25187556
European Union,,2021-03-04,26368223
European Union,,2021-03-05,27300025
European Union,,2021-03-06,28140451
European Union,,2021-03-07,29148339
European Union,,2021-03-08,29962328
European Union,,2021-03-09,30933518
European Union,,2021-03-10,31907987
European Union,,2021-03-11,33191983
European Union,,2021-03-12,34321847
European Union,,2021-03-13,35146381
European Union,,2021-03-14,35925799
European Union,,2021-03-15,36754491
European Union,,2021-03-16,37336536
European Union,,2021-03-17,38288418
European Union,,2021-03-18,38961656
European Union,,2021-03-19,39645668
European Union,,2021-03-20,40745517
European Union,,2021-03-21,41373045
European Union,,2021-03-22,42260237
European Union,,2021-03-23,43292714
European Union,,2021-03-24,44505659
European Union,,2021-03-25,45722310
European Union,,2021-03-26,47327450
European Union,,2021-03-27,48150871
European Union,,2021-03-28,49068678
European Union,,2021-03-29,50268655
European Union,,2021-03-30,51325250
European Union,,2021-03-31,53095923
European Union,,2021-04-01,54648292
European Union,,2021-04-02,55804399
European Union,,2021-04-03,56709323
European Union,,2021-04-04,57690989
European Union,,2021-04-05,58461688
European Union,,2021-04-06,59738613
European Union,,2021-04-07,61844080
European Union,,2021-04-08,64212947
European Union,,2021-04-09,66391301
European Union,,2021-04-10,67956741
European Union,,2021-04-11,69554411
European Union,,2021-04-12,71364871
European Union,,2021-04-13,73403838
European Union,,2021-04-14,75423298
European Union,,2021-04-15,77872502
European Union,,2021-04-16,79901722
European Union,,2021-04-17,80524514
Faeroe Islands,FRO,2021-01-29,3993
Faeroe Islands,FRO,2021-02-06,4051
Faeroe Islands,FRO,2021-02-08,4098
Faeroe Islands,FRO,2021-02-10,4134
Faeroe Islands,FRO,2021-02-21,4167
Faeroe Islands,FRO,2021-02-23,4172
Faeroe Islands,FRO,2021-02-24,4190
Faeroe Islands,FRO,2021-03-03,4211
Faeroe Islands,FRO,2021-03-04,4238
Faeroe Islands,FRO,2021-03-05,4251
Faeroe Islands,FRO,2021-03-06,4251
Faeroe Islands,FRO,2021-03-08,4260
Faeroe Islands,FRO,2021-03-12,4901
Faeroe Islands,FRO,2021-03-16,4988
Faeroe Islands,FRO,2021-03-17,5173
Faeroe Islands,FRO,2021-03-18,5309
Faeroe Islands,FRO,2021-03-22,5388
Faeroe Islands,FRO,2021-03-26,5586
Faeroe Islands,FRO,2021-03-27,5853
Faeroe Islands,FRO,2021-03-30,6641
Faeroe Islands,FRO,2021-04-08,7345
Faeroe Islands,FRO,2021-04-12,8382
Faeroe Islands,FRO,2021-04-13,8874
Faeroe Islands,FRO,2021-04-14,9350
Faeroe Islands,FRO,2021-04-15,9528
Falkland Islands,FLK,2021-02-07,0
Falkland Islands,FLK,2021-02-15,1515
Falkland Islands,FLK,2021-02-22,1732
Falkland Islands,FLK,2021-03-26,2187
Falkland Islands,FLK,2021-04-07,2605
Fiji,FJI,2021-03-17,0
Fiji,FJI,2021-04-15,27705
Finland,FIN,2021-01-25,106098
Finland,FIN,2021-01-26,110047
Finland,FIN,2021-01-27,117555
Finland,FIN,2021-01-28,127783
Finland,FIN,2021-01-29,137551
Finland,FIN,2021-01-30,144520
Finland,FIN,2021-02-01,145557
Finland,FIN,2021-02-02,145770
Finland,FIN,2021-02-03,149951
Finland,FIN,2021-02-04,159624
Finland,FIN,2021-02-05,164636
Finland,FIN,2021-02-06,169194
Finland,FIN,2021-02-07,170335
Finland,FIN,2021-02-08,170641
Finland,FIN,2021-02-09,173558
Finland,FIN,2021-02-10,178005
Finland,FIN,2021-02-11,187384
Finland,FIN,2021-02-12,197540
Finland,FIN,2021-02-13,206283
Finland,FIN,2021-02-14,209510
Finland,FIN,2021-02-15,210194
Finland,FIN,2021-02-16,216463
Finland,FIN,2021-02-17,229558
Finland,FIN,2021-02-18,243973
Finland,FIN,2021-02-19,262145
Finland,FIN,2021-02-20,276280
Finland,FIN,2021-02-21,287998
Finland,FIN,2021-02-24,302342
Finland,FIN,2021-02-25,319559
Finland,FIN,2021-02-26,347082
Finland,FIN,2021-02-27,361744
Finland,FIN,2021-02-28,370874
Finland,FIN,2021-03-01,384476
Finland,FIN,2021-03-03,404436
Finland,FIN,2021-03-04,425545
Finland,FIN,2021-03-05,448680
Finland,FIN,2021-03-06,480647
Finland,FIN,2021-03-08,481577
Finland,FIN,2021-03-09,490735
Finland,FIN,2021-03-10,515218
Finland,FIN,2021-03-11,539618
Finland,FIN,2021-03-12,565463
Finland,FIN,2021-03-13,587848
Finland,FIN,2021-03-14,596638
Finland,FIN,2021-03-15,597471
Finland,FIN,2021-03-16,610873
Finland,FIN,2021-03-17,636349
Finland,FIN,2021-03-18,671647
Finland,FIN,2021-03-19,701203
Finland,FIN,2021-03-20,724524
Finland,FIN,2021-03-21,732121
Finland,FIN,2021-03-22,733798
Finland,FIN,2021-03-23,742812
Finland,FIN,2021-03-24,759827
Finland,FIN,2021-03-25,783740
Finland,FIN,2021-03-26,809974
Finland,FIN,2021-03-27,832602
Finland,FIN,2021-03-29,843706
Finland,FIN,2021-03-30,862639
Finland,FIN,2021-03-31,892580
Finland,FIN,2021-04-01,930842
Finland,FIN,2021-04-02,965298
Finland,FIN,2021-04-03,971827
Finland,FIN,2021-04-04,973876
Finland,FIN,2021-04-05,974153
Finland,FIN,2021-04-06,975697
Finland,FIN,2021-04-07,993227
Finland,FIN,2021-04-08,1028848
Finland,FIN,2021-04-09,1066860
Finland,FIN,2021-04-10,1091652
Finland,FIN,2021-04-11,1124365
Finland,FIN,2021-04-12,1133993
Finland,FIN,2021-04-13,1190340
Finland,FIN,2021-04-15,1230792
Finland,FIN,2021-04-16,1267678
France,FRA,2020-12-27,13
France,FRA,2020-12-28,52
France,FRA,2020-12-29,138
France,FRA,2020-12-30,237
France,FRA,2020-12-31,316
France,FRA,2021-01-01,325
France,FRA,2021-01-02,367
France,FRA,2021-01-03,441
France,FRA,2021-01-04,1800
France,FRA,2021-01-05,6744
France,FRA,2021-01-06,17064
France,FRA,2021-01-07,43282
France,FRA,2021-01-08,76022
France,FRA,2021-01-09,86315
France,FRA,2021-01-10,91629
France,FRA,2021-01-11,125412
France,FRA,2021-01-12,179119
France,FRA,2021-01-13,235786
France,FRA,2021-01-14,306206
France,FRA,2021-01-15,364846
France,FRA,2021-01-16,382326
France,FRA,2021-01-17,391910
France,FRA,2021-01-18,468073
France,FRA,2021-01-19,585735
France,FRA,2021-01-20,708973
France,FRA,2021-01-21,850380
France,FRA,2021-01-22,959716
France,FRA,2021-01-23,995147
France,FRA,2021-01-24,1003968
France,FRA,2021-01-25,1075045
France,FRA,2021-01-26,1165852
France,FRA,2021-01-27,1262972
France,FRA,2021-01-28,1372680
France,FRA,2021-01-29,1453325
France,FRA,2021-01-30,1479909
France,FRA,2021-01-31,1486493
France,FRA,2021-02-01,1541079
France,FRA,2021-02-02,1615088
France,FRA,2021-02-03,1687026
France,FRA,2021-02-04,1772602
France,FRA,2021-02-05,1843763
France,FRA,2021-02-06,1866091
France,FRA,2021-02-07,1871604
France,FRA,2021-02-08,1922706
France,FRA,2021-02-09,1990860
France,FRA,2021-02-10,2060675
France,FRA,2021-02-11,2146212
France,FRA,2021-02-12,2225321
France,FRA,2021-02-13,2249685
France,FRA,2021-02-14,2255597
France,FRA,2021-02-15,2298086
France,FRA,2021-02-16,2357946
France,FRA,2021-02-17,2409831
France,FRA,2021-02-18,2476748
France,FRA,2021-02-19,2540702
France,FRA,2021-02-20,2560982
France,FRA,2021-02-21,2564530
France,FRA,2021-02-22,2603702
France,FRA,2021-02-23,2656447
France,FRA,2021-02-24,2712800
France,FRA,2021-02-25,2808490
France,FRA,2021-02-26,2917925
France,FRA,2021-02-27,2967937
France,FRA,2021-02-28,2974019
France,FRA,2021-03-01,3036605
France,FRA,2021-03-02,3133478
France,FRA,2021-03-03,3245517
France,FRA,2021-03-04,3392269
France,FRA,2021-03-05,3581812
France,FRA,2021-03-06,3772579
France,FRA,2021-03-07,3881967
France,FRA,2021-03-08,3996329
France,FRA,2021-03-09,4164418
France,FRA,2021-03-10,4337343
France,FRA,2021-03-11,4569849
France,FRA,2021-03-12,4853278
France,FRA,2021-03-13,5072244
France,FRA,2021-03-14,5135616
France,FRA,2021-03-15,5295735
France,FRA,2021-03-17,5630671
France,FRA,2021-03-20,6146162
France,FRA,2021-03-21,6199118
France,FRA,2021-03-22,6370705
France,FRA,2021-03-23,6616899
France,FRA,2021-03-24,6870993
France,FRA,2021-03-25,7198795
France,FRA,2021-03-26,7550454
France,FRA,2021-03-27,7742466
France,FRA,2021-03-28,7798091
France,FRA,2021-03-29,8004958
France,FRA,2021-03-31,8535750
France,FRA,2021-04-01,8833275
France,FRA,2021-04-02,9109776
France,FRA,2021-04-03,9251321
France,FRA,2021-04-04,9296131
France,FRA,2021-04-05,9356301
France,FRA,2021-04-06,9561733
France,FRA,2021-04-07,9818102
France,FRA,2021-04-08,10148039
France,FRA,2021-04-09,10544541
France,FRA,2021-04-10,10757542
France,FRA,2021-04-11,10814693
France,FRA,2021-04-12,11057251
France,FRA,2021-04-13,11366175
France,FRA,2021-04-14,11654420
France,FRA,2021-04-15,11982970
France,FRA,2021-04-16,12315881
Gabon,GAB,2021-03-22,0
Gabon,GAB,2021-03-31,301
Gabon,GAB,2021-04-02,2433
Gabon,GAB,2021-04-09,3925
Gambia,GMB,2021-03-09,0
Gambia,GMB,2021-03-28,5345
Gambia,GMB,2021-04-06,12674
Gambia,GMB,2021-04-09,16735
Georgia,GEO,2021-03-14,0
Georgia,GEO,2021-03-29,4924
Georgia,GEO,2021-03-31,7822
Georgia,GEO,2021-04-05,11603
Georgia,GEO,2021-04-07,15693
Georgia,GEO,2021-04-09,17261
Georgia,GEO,2021-04-10,18287
Georgia,GEO,2021-04-12,20622
Georgia,GEO,2021-04-13,22090
Georgia,GEO,2021-04-14,23493
Georgia,GEO,2021-04-15,24917
Georgia,GEO,2021-04-16,26427
Georgia,GEO,2021-04-17,27654
Germany,DEU,2020-12-27,24159
Germany,DEU,2020-12-28,42542
Germany,DEU,2020-12-29,91084
Germany,DEU,2020-12-30,152911
Germany,DEU,2020-12-31,202443
Germany,DEU,2021-01-01,221714
Germany,DEU,2021-01-02,274299
Germany,DEU,2021-01-03,298450
Germany,DEU,2021-01-04,346800
Germany,DEU,2021-01-05,400273
Germany,DEU,2021-01-06,463270
Germany,DEU,2021-01-07,519402
Germany,DEU,2021-01-08,582675
Germany,DEU,2021-01-09,643858
Germany,DEU,2021-01-10,678989
Germany,DEU,2021-01-11,745645
Germany,DEU,2021-01-12,828546
Germany,DEU,2021-01-13,940059
Germany,DEU,2021-01-14,1022972
Germany,DEU,2021-01-15,1113022
Germany,DEU,2021-01-16,1169378
Germany,DEU,2021-01-17,1200555
Germany,DEU,2021-01-18,1266624
Germany,DEU,2021-01-19,1347683
Germany,DEU,2021-01-20,1428361
Germany,DEU,2021-01-21,1492743
Germany,DEU,2021-01-22,1560325
Germany,DEU,2021-01-23,1601019
Germany,DEU,2021-01-24,1626620
Germany,DEU,2021-01-25,1684803
Germany,DEU,2021-01-26,1735790
Germany,DEU,2021-01-27,1787383
Germany,DEU,2021-01-28,1832382
Germany,DEU,2021-01-29,1883534
Germany,DEU,2021-01-30,1918937
Germany,DEU,2021-01-31,1945670
Germany,DEU,2021-02-01,2005126
Germany,DEU,2021-02-02,2068693
Germany,DEU,2021-02-03,2132508
Germany,DEU,2021-02-04,2193582
Germany,DEU,2021-02-05,2260112
Germany,DEU,2021-02-06,2306718
Germany,DEU,2021-02-07,2334873
Germany,DEU,2021-02-08,2388269
Germany,DEU,2021-02-09,2447578
Germany,DEU,2021-02-10,2521409
Germany,DEU,2021-02-11,2595142
Germany,DEU,2021-02-12,2675588
Germany,DEU,2021-02-13,2737493
Germany,DEU,2021-02-14,2777300
Germany,DEU,2021-02-15,2847959
Germany,DEU,2021-02-16,2929438
Germany,DEU,2021-02-17,3023831
Germany,DEU,2021-02-18,3115769
Germany,DEU,2021-02-19,3214683
Germany,DEU,2021-02-20,3291120
Germany,DEU,2021-02-21,3348042
Germany,DEU,2021-02-22,3447681
Germany,DEU,2021-02-23,3554441
Germany,DEU,2021-02-24,3670031
Germany,DEU,2021-02-25,3800428
Germany,DEU,2021-02-26,3944168
Germany,DEU,2021-02-27,4052648
Germany,DEU,2021-02-28,4136532
Germany,DEU,2021-03-01,4281843
Germany,DEU,2021-03-02,4446998
Germany,DEU,2021-03-03,4621128
Germany,DEU,2021-03-04,4800762
Germany,DEU,2021-03-05,5001412
Germany,DEU,2021-03-06,5154410
Germany,DEU,2021-03-07,5270360
Germany,DEU,2021-03-08,5456277
Germany,DEU,2021-03-09,5651712
Germany,DEU,2021-03-10,5869325
Germany,DEU,2021-03-11,6089188
Germany,DEU,2021-03-12,6339008
Germany,DEU,2021-03-13,6535484
Germany,DEU,2021-03-14,6670391
Germany,DEU,2021-03-15,6859281
Germany,DEU,2021-03-16,6972650
Germany,DEU,2021-03-17,7098187
Germany,DEU,2021-03-18,7217718
Germany,DEU,2021-03-19,7377250
Germany,DEU,2021-03-20,7542004
Germany,DEU,2021-03-21,7668750
Germany,DEU,2021-03-22,7857818
Germany,DEU,2021-03-23,8071533
Germany,DEU,2021-03-24,8315712
Germany,DEU,2021-03-25,8570488
Germany,DEU,2021-03-26,8852070
Germany,DEU,2021-03-27,9073057
Germany,DEU,2021-03-28,9216146
Germany,DEU,2021-03-29,9434122
Germany,DEU,2021-03-30,9665876
Germany,DEU,2021-03-31,9900821
Germany,DEU,2021-04-01,10128045
Germany,DEU,2021-04-02,10285531
Germany,DEU,2021-04-03,10449228
Germany,DEU,2021-04-04,10591475
Germany,DEU,2021-04-05,10767633
Germany,DEU,2021-04-06,11045793
Germany,DEU,2021-04-07,11624228
Germany,DEU,2021-04-08,12262833
Germany,DEU,2021-04-09,12796226
Germany,DEU,2021-04-10,13096655
Germany,DEU,2021-04-11,13304039
Germany,DEU,2021-04-12,13640129
Germany,DEU,2021-04-13,14134729
Germany,DEU,2021-04-14,14819917
Germany,DEU,2021-04-15,15416278
Germany,DEU,2021-04-16,15906352
Ghana,GHA,2021-03-01,0
Ghana,GHA,2021-03-08,202252
Ghana,GHA,2021-03-10,300000
Ghana,GHA,2021-03-18,420000
Ghana,GHA,2021-03-24,500000
Ghana,GHA,2021-04-07,599128
Ghana,GHA,2021-04-08,647380
Ghana,GHA,2021-04-09,681211
Ghana,GHA,2021-04-11,703752
Ghana,GHA,2021-04-12,742349
Ghana,GHA,2021-04-15,755686
Gibraltar,GIB,2021-01-10,420
Gibraltar,GIB,2021-01-11,1445
Gibraltar,GIB,2021-01-12,2501
Gibraltar,GIB,2021-01-15,5135
Gibraltar,GIB,2021-01-16,5847
Gibraltar,GIB,2021-01-17,5847
Gibraltar,GIB,2021-01-18,6435
Gibraltar,GIB,2021-01-19,7017
Gibraltar,GIB,2021-01-20,7017
Gibraltar,GIB,2021-01-21,7947
Gibraltar,GIB,2021-01-22,8877
Gibraltar,GIB,2021-01-23,9807
Gibraltar,GIB,2021-01-24,10341
Gibraltar,GIB,2021-01-25,10539
Gibraltar,GIB,2021-01-26,11073
Gibraltar,GIB,2021-01-27,11073
Gibraltar,GIB,2021-01-28,12332
Gibraltar,GIB,2021-01-29,12866
Gibraltar,GIB,2021-01-30,12866
Gibraltar,GIB,2021-01-31,12886
Gibraltar,GIB,2021-02-01,12974
Gibraltar,GIB,2021-02-02,13071
Gibraltar,GIB,2021-02-03,13166
Gibraltar,GIB,2021-02-04,13246
Gibraltar,GIB,2021-02-05,13398
Gibraltar,GIB,2021-02-06,13499
Gibraltar,GIB,2021-02-07,13499
Gibraltar,GIB,2021-02-08,13904
Gibraltar,GIB,2021-02-09,14302
Gibraltar,GIB,2021-02-10,15262
Gibraltar,GIB,2021-02-11,15436
Gibraltar,GIB,2021-02-12,15600
Gibraltar,GIB,2021-02-13,15765
Gibraltar,GIB,2021-02-14,15888
Gibraltar,GIB,2021-02-15,16135
Gibraltar,GIB,2021-02-16,16261
Gibraltar,GIB,2021-02-17,16384
Gibraltar,GIB,2021-02-18,16725
Gibraltar,GIB,2021-02-19,16761
Gibraltar,GIB,2021-02-20,16761
Gibraltar,GIB,2021-02-21,17826
Gibraltar,GIB,2021-02-22,18902
Gibraltar,GIB,2021-02-23,19859
Gibraltar,GIB,2021-02-24,20443
Gibraltar,GIB,2021-02-25,21591
Gibraltar,GIB,2021-02-26,22712
Gibraltar,GIB,2021-02-27,23518
Gibraltar,GIB,2021-02-28,23518
Gibraltar,GIB,2021-03-02,24352
Gibraltar,GIB,2021-03-03,25221
Gibraltar,GIB,2021-03-04,25629
Gibraltar,GIB,2021-03-05,26163
Gibraltar,GIB,2021-03-06,27145
Gibraltar,GIB,2021-03-07,28140
Gibraltar,GIB,2021-03-08,28140
Gibraltar,GIB,2021-03-09,28431
Gibraltar,GIB,2021-03-10,28932
Gibraltar,GIB,2021-03-11,28932
Gibraltar,GIB,2021-03-12,28971
Gibraltar,GIB,2021-03-13,29610
Gibraltar,GIB,2021-03-14,29610
Gibraltar,GIB,2021-03-15,29631
Gibraltar,GIB,2021-03-16,29667
Gibraltar,GIB,2021-03-17,29749
